soc10m,sc2010mg,N,w_human_E1,w_human_E2,emmr_human
3319  'Protective service associate professionals n.e.c.',331,89.26473891735077,15.34611600637436,52.36418781057,.46522525
3411  'Artists',341,111.8500008583069,7.269328691065311,61.25952514261007,.33883855
"3412  'Authors, writers and translators'",341,182.650000333786,93.67669218406081,60.74660100787878,.67916775
"3413  'Actors, entertainers and presenters'",341,139.8500005602837,28.99419559165835,41.36666658520699,.35522008
3414  'Dancers and choreographers',341,51.74999994039536,5.971049677580595,7.275376856327057,.1856761
3415  'Musicians',341,71.44999986886978,11.68067207932472,17.22509010881186,.28401983
"3416  'Arts officers, producers and directors'",341,109.5500003695488,17.86065887659788,57.4299196228385,.42515397
"3417  'Phtgrphrs, AV and broadcasting equipment oprtrs'",341,136.350000500679,4.427214741706848,51.16222894750535,.22008309
3421  'Graphic designers',342,22.1000000834465,.5973323509097099,20.16944345831871,.48335087
"3422  'Product, clothing and related designers'",342,168.0086513161659,16.80568984337151,85.65119433403015,.35492986
3441  'Sports players',344,18.80000013113022,1.096095278859138,1.474439010024071,.097516745
"3442  'Sports coaches, instructors and officials'",344,297.2500007748604,54.3540628105402,76.98967967927456,.31235963
3443  'Fitness instructors',344,58.35000032186508,12.31336416304111,12.86664389073849,.32127997
3511  'Air traffic controllers',351,24.79858320206404,3.548989206552505,48.70320130512118,1.1250881
3512  'Aircraft pilots and flight engineers',351,.7235833406448364,0,.1526785641908646,.53167433
3513  'Ship and hovercraft officers',351,53.90000033378601,4.62928381562233,19.2410278879106,.26437473
3520  'Legal associate professionals',352,99.47378250956535,33.17183093726635,74.56117775291204,.70825112
"3531  'Estimators, valuers and assessors'",353,98.80000019073486,16.16572508960962,59.17665373161435,.46309769
3532  'Brokers',353,107.6000003218651,25.68022212013602,54.06942307949066,.48991573
3533  'Insurance underwriters',353,32.25000011920929,8.270809534937143,18.37057948112488,.54127437
3534  'Finance and investment analysts and advisers',353,105.0000007152557,30.28651639074087,60.65913259238005,.57729602
3535  'Taxation experts',353,37.24999994039536,12.33348976075649,21.16543485224247,.61520022
3536  'Importers and exporters',353,33.50000029802322,10.75845757126808,16.18454213440418,.56270832
3537  'Financial and accounting technicians',353,61.45000022649765,12.91220732405782,33.28678250312805,.48096988
3538  'Financial accounts mngrs',353,90.55000072717667,19.85084501281381,58.83108313381672,.54407936
3539  'Business and related associate professionals n.e.c.',353,205.0000000596046,53.00529822520912,109.4236592724919,.5254494
3541  'Buyers and procurement officers',354,23.60000002384186,3.161465976387262,13.40485150367022,.41796151
3542  'Business sales executives',354,35.75983749330044,12.26144402101636,16.48162312805653,.57333189
3543  'Marketing associate professionals',354,.5375279784202576,.2860759496688843,.3139240741729736,.4506925
3544  'Estate agents and auctioneers',354,95.25000041723251,20.06140038371086,45.63083170354366,.45015031
3545  'Sales accounts and business development mngrs',354,144.4500004053116,30.82098893821239,89.51455901563168,.52321404
3546  'Conference and exhibition mngrs and organisers',354,142.350000679493,21.27806724980474,57.28003616258502,.35067147
3550  'Conservation and environmental associate prfssnls',355,31.4538467079401,7.297531634569168,21.57201853021979,.57492304
3561  'Public services associate professionals',356,74.20000010728836,23.51545008271933,35.37341873720288,.55528516
3562  'Human resources and industrial relations officers',356,89.5000005364418,24.10536561906338,38.22693720459938,.48289201
